Category_Url,Product_url,ratings,reviewCounts,documents
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Waverly-Cotton-36-x-44-Ellen-s-Florals-Pre-Cut-Fabric-1-Each/217961333,-1,-1,"David Textiles Waverly Cotton 36"" x 44"" Ellen's Florals Pre-Cut Fabric, 1 Each David Textiles Waverly cotton print Blenders have the finest print clarity and a lovely soft hand! 100% cotton, easy care wash and dry. Sold by the each as a versatile 1 yard x 44"" wide precut. Perfect for quilting, crafts, apparel, decor and more.Waverly Fabric Cut Cotton Ellen's Florals 1 Yd X 44 Inches"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-Precut-Fabric-Tropical-Flowers-Birds-1-Yd-X-44-Inches/819443295,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-36-x-44-Beautiful-Romance-Collection-Pre-Cut-Fabric-1-Each/316278039,4.1,15,"David Textiles Cotton 36"" x 44"" Beautiful Romance Collection Pre-Cut Fabric, 1 Each David Textiles Beautiful Romance cotton quilt collection has the finest print clarity and a lovely soft hand. Designed by Lisa Audit, the famed fabric artist known for her highly detailed designs, these prints are coveted by quilters and crafters alike! 100% cotton, easy care wash and dry, each design is sold by the each as a versatile 1 yard x 44"" wide precut. Perfect for quilting, crafts, apparel, decor and more. Buy one or all designs in the collection for a fully coordinated look!Fabric Cut Cotton Beautiful Romance Collection By Lisa Audit 1 Yd X 44 Inches <div class=""review-text""><p>Beautiful fabric!  I bought one yard, and Iâm using it to make a bandana plus several matching face masks to share.</p></div> <div class=""review-text""><p>love the colors. making a quilt, wish there were matching sheets.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-Pre-Cut-Wildflowers-Collection-Fabric-per-Yard/811151803,4.2,5,"David Textiles Cotton Pre-Cut Wildflowers Collection Fabric, per Yard David Textiles Wildflowers cotton quilt collection has the finest print clarity and a lovely soft hand. 100% cotton, easy care wash and dry, each design is sold by the each as a versatile 1 yard x 44"" wide precut. Perfect for quilting, crafts, apparel, decor and more. Buy one or all designs in the collection for a fully coordinated look!Fabric Cut Cotton Wildflowers Collection 1 Yd X 44 Inches <div class=""review-text""><p>Very nice quality. Took quite some time receive, however, they kept me posted as to the delay.</p></div> <div class=""review-text""><p>you can buy these fabrics in Walmart store off bolt get as much as you need.  washes beautifully.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-36-x-44-Indigold-Collection-Pre-Cut-Fabric-1-Each/423844406,4.1,10,"David Textiles Cotton 36"" x 44"" Indigold Collection Pre-Cut Fabric, 1 Each David Textiles Indigold cotton quilt collection has the finest print clarity and a lovely soft hand. Designed by Lisa Audit, the famed fabric artist known for her highly detailed designs, these prints are coveted by quilters and crafters alike! 100% cotton, easy care wash and dry, each design is sold by the each as a versatile 1 yard x 44"" wide precut. Perfect for quilting, crafts, apparel, decor and more. Buy one or all designs in the collection for a fully coordinated look!Fabric Cut Cotton Indigold Collection By Lisa Audit 1 Yd X 44 Inches <div class=""review-text""><p>Can't wait till Walmart restocks this so I can finish my quilt.</p></div> <div class=""review-text""><p>Beautiful shade of blue, lovely fabric</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-Precut-Fabric-Cows-at-the-River-1-Yd-X-44-Inches/556407230,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Disney-Pooh-A-Togetherish-Sort-Of-Day-1-Yard-Precut-Fabric/460670977,-1,-1,"Disney Pooh A Togetherish Sort Of Day 1 Yard Precut Fabric This fabric is 100% cotton and is a one yard precut mini bolt. It is great for quilting, crafting and other sewing projects.1 Yard"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Inc-44-x-1-yd-100-Cotton-Peacock-Sewing-Craft-Fabric-Multicolor/873456878,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/VELCRO-Brand-All-Purpose-Strap-Elastic-27in-x-1in-Straps-Black-2-ct/17190454,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-Precut-Fabric-Ocean-Maps-1-Yd-X-44-Inches/808154467,5,5,"David Textiles Cotton Precut Fabric Ocean Maps 1 Yd X 44 Inches David Textiles Novelty Cotton Precuts are 1 yard long by 44"" wide; perfectly sized for craft and quilt projects. Easy care wash and dry, 100% pure cotton with finely detailed printing.David Textiles Cotton Precut Fabric Ocean Maps 1 Yd X 44 Inches <div class=""review-text""><p>This is very nice fabric with the world print.</p></div> If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/DAVID-TEXTILES-PARIS-FLORAL-1-YD-PRECUT-COTTON-FABRIC/117678934,4.5,10,"DAVID TEXTILES PARIS FLORAL 1 YD. PRECUT COTTON FABRIC David Textiles Quilt Blender Cotton Precuts are 1 yard long by 44"" wide; perfectly sized for craft and quilt projects. Easy care wash and dry, 100% pure cotton with finely detailed printing.David Textiles Cotton Precut Fabric Paris Floral 1 Yd X 44 Inches <div class=""review-text""><p>Gorgeous color and pattern. Not flimsy.</p></div> <div class=""review-text""><p>Nice batiste 100% cotton!! Using to make masks.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Disney-Mickey-Head-Dot-Toss-1-Yard-Precut-Poplin-Fabric/538235539,3,2,"Disney Mickey Head Dot Toss 1 Yard Precut Poplin Fabric This Disney Mickey Head Dot poplin fabric is a one yard precut mini bolt. It is 65% polyester/35% cotton and is great for crafting and other sewing projects.1 Yard <div class=""review-text""><p>Great Disney coordinate. Love the mouse ears. Still but perfect for my project</p></div> <div class=""review-text""><p>Poplin fabric not great material for face mask; slippery-feel/shiny, thickness.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Anti-Pill-Fleece-Solids-1-5-Yard-Fabric-Cut/118808469,4.6,36,"David Textiles Anti-Pill Fleece Solids 1.5-Yard Fabric Cut David Textiles antipill fleece solids are soft, warm and pill resistant! 100% polyester, easy care wash and dry, no ironing required. Sold by the each as a versatile 1.5 yard x 60"" wide precut. Perfect for throws, warmwear, bedding, outerwear and more! Colors coordinate exactly with the David Textiles Antipill fleece prints.Fabric Cut Antipill Fleece Solid 1.5 Yds X 60 Inches bought this in store not online

made a couple fleece throws, looks and feels great! i got the coral color and the buffalo plaid. theyâre super soft and warm. canât get out from under this blanket ð nice fleece material....I gave only a 2 star because of the tremendous amount of time for delivery online!!!  took exactly 3 WEEKS for delivery!!! inexcusable!! I bought 1 yard...wow..never again online for my material!  I also ordered a Rose/Blk fleece at same time and STILL waiting for that! like I said, never again ONLINE for MATERIAL.  I make a large fleece throw with  2 yds of material for front and 2 yds for back. then I make small pillows to match. Fleece is so wonderful to use for many things! I will go to Joann's for my fleece from now on."
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Buffalo-Plaid-Flannel-1-5-Yd-Pre-Cut-Fabric/556662945,4.2,5,"David Textiles Buffalo Plaid Flannel 1.5 Yd. Pre-Cut Fabric David Textiles flannel prints are triple brushed for extra fluff and softness! 100% cotton, easy care wash and dry, no ironing needed. Sold by the each as a versatile 1.5 yard x 42"" wide precut.Fabric Cut Flannel Buffalo Plaid 1.5 Yds X 42 Inches <div class=""review-text""><p>Fabric is fine but too big a check for my use.</p></div> <div class=""review-text""><p>This is good quality flannel. Not the heaviest but not too thin either. Good price.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Cotton-Precut-Fabric-Horses-in-the-Prairie-1-Yd-X-44-Inches/563993395,5,4,"David Textiles Cotton Precut Fabric Horses in the Prairie 1 Yd X 44 Inches David Textiles Novelty Cotton Precuts are 1 yard long by 44"" wide; perfectly sized for craft and quilt projects. Easy care wash and dry, 100% pure cotton with finely detailed printing.David Textiles Cotton Precut Fabric Horses in the Prairie 1 Yd X 44 Inches <div class=""review-text""><p>Very nice cotton fabric, can use for a number of projects, thank you.</p></div> If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Paw-Patrol-Marshall-Rocky-Chase-1-5-Yd-Precut-Heavenly-Plush-Fabric/383560029,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Sherpa-Plush-Fleece-Pre-Cut-Fabric-per-Yard/766884080,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Elastic-Cord-Elastic-Band-Elastic-Rope-Bungee-Heavy-Stretch-Knit-Elastic-Spool-White-70-Yard-Length-1-4-Width/408005256,4.6,172,"Elastic Cord, Elastic Band, Elastic Rope, Bungee, Heavy Stretch Knit Elastic Spool White 70-Yard Length 1/4"" Width Material: latex threadSize: 70-Yard Length 1/4""Can be cut whatever length you want.Great for waistbands, necklines or crafts anywhere you need the ease and versatilityEasy to clip.Elastic Cord, Elastic Band, Elastic Rope, Bungee, Heavy Stretch Knit Elastic Spool (White 70-Yard Length 1/4"" Width) No elastic  out there right now seems to be the quality of what we are used to. This however is the best I have received since the virus started.  I am using it for face masks. Just recieved it today. Fast shipping but my roll of elastic was dirty like someone left their lunch impressions on it and looks like they put it together from whatever they had left over. For $17.99 i atleast expect it to be clean and new."
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/DAVID-TEXTILES-SWEDEN-VINEYARD-1-YD-PRECUT-COTTON-FABRIC/661165838,4.5,4,"DAVID TEXTILES SWEDEN VINEYARD 1 YD. PRECUT COTTON FABRIC David Textiles Quilt Blender Cotton Precuts are 1 yard long by 44"" wide; perfectly sized for craft and quilt projects. Easy care wash and dry, 100% pure cotton with finely detailed printing.David Textiles Cotton Precut Fabric Sweden Vineyard 1 Yd X 44 Inches"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/40-Bright-Homespun-5-inch-Precut-Quilt-Squares-Charm-Pack-by-JCS-Fabric/383482792,4.5,8,"40 Bright Homespun 5 inch  Precut Quilt Squares Charm Pack by JCS Fabric <p>This bright plaid homespun charm pack of precut quilt squares is ready for your rag quilt project.<br/><br/>* Bright plaid Charm Pack assortment<br/>* 100% cotton homespun fabric<br/>* Steam pressed and rotary cut<br/>* Extra squares always included<br/>* You will receive a total of 40+ five inch squares<br/>* 2-4 squares of each of the Bright fabrics in inventory</p> <div class=""review-text""><p>Beautiful fabric and colors are all different.</p></div> <div class=""review-text""><p>Fabric was a little thin, but still okay.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Allary-Craft-Sew-3-Piece-Elastic-1-4-1-2-3-4/500247278,4.5,64,"Allary Craft & Sew, 3 Piece Elastic, 1/4 - 1/2 - 3/4 <p>1 Pack<br/>Allary<br/>3 Piece Elastic<br/>1/4, 1/2, 3/4 Sizes</p> Elastic was good quality.   I made seven face masks with the amount of 1/4"" elastic and cut the 1/2"" elastic in half so I could make more face masks and it was fine - did not fray. It was suppose to have 1/4. 1/2 and 3/4. I received 2- 1/2"" and 1 - 3/4"". I NEEDED 1/4"". Very unhappy.
Will not buy from this seller again."
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Tailoring-Polyester-Sewing-Waistbands-Braided-Elastic-Band-Strap-White-10-94-Yards/414272770,4.8,12,"Tailoring Polyester Sewing Waistbands Braided Elastic Band Strap White 10.94 Yards <div> <div> <div> <span>Description:</span> </div> <ul> <li><span>Great for waistbands, sleeves, legbands and more.</span></li> <li><span>Simple color is easy to match with your clothes, flat design, is comfortable and soft to wear.</span></li> <li><span>Application: good for edges of waist band, shorts, skirt, clothes making, you can adjust the size of clothes, etc.</span></li> <li><span>Material: this sewing band is made of polyester material, durable and practical, with strong elasticity and flexibility, a good choice for your sewing.</span></li> </ul> <div> <span><span>Notes:</span></span> </div> <div> <span><span>1.Please allow 1-2cm difference due to different manual measurement.</span></span> </div> <div> <span><span>2.Due to the light and screen setting difference, the items color may be slightly different from the pictures.</span></span> </div> </div> </div> <div class=""review-text""><p>The quality of the elastic band is good, I purchased this to make fitted bedsheets and it worked very well. it held the cloth and is easy on the sewing needle.</p></div> <div class=""review-text""><p>Needed this to replace elastic waist.  Looks good.</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Hollywood-Fashion-Secrets-Fashion-Tape-Value-Pack-3-Tins-36-Double-Sided-Strips/30276567,4.5,12,"Hollywood Fashion Secrets Fashion Tape Value Pack, 3 Tins, 36 Double-Sided Strips Secret No.1 Ideal for - Purse - Office - Travel3 Tins - 36 Double-Sided Strips - Clear, Easy-to-Use, Fabric/Skin FriendlyStylist' #1 ChoiceHollywood Fashion Tape Value Pack!Clear Double-Sided ""Do Everything""Hypo-Allergenic Apparel and Body TapeHides Bra StrapsSecure NecklinesKeeps Straps From SlippingEliminate Blouse/Sweater GapsClose Wrap StylesRepair Hems InstantlyNo Sewing - No Ironing - No PinsThe Original!A gapping sweater inspired it all: Hollywood Fashion Tape. Now, your fashion fairy godmother conceives and designs magical solutions to help women feel confident and look fabulous-at work, home and play.Hollywood Fashion Secrets...style solutions unseen on women everywhere! This is the ""real"" and best product. Watch products from other sellers as they are fake and use awful glue. Buy your product from the original seller. They stuck on my skin but not on my shirt."
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Heavenly-Plush-Precut-Fabric-Camo-Wolf-1-5-Yds-X-60-Inches/457390022,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/DAVID-TEXTILES-BEAUTIFUL-RIDE-1-YD-PRECUT-COTTON-FABRIC/940796466,-1,-1,"DAVID TEXTILES BEAUTIFUL RIDE 1 YD. PRECUT COTTON FABRIC David Textiles Quilting Cotton Precuts are 1 yard long by 44"" wide; perfectly sized for craft and quilt projects. Easy care wash and dry, 100% pure cotton with finely detailed printing.David Textiles Cotton Precut Fabric Beautiful Ride Collection 1 Yd X 44 Inches"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Tailor-Springy-Stretchy-Knitting-Sewing-Elastic-Band-Strap-Black-2-73-Yards/815969994,5,2,"Tailor Springy Stretchy Knitting Sewing Elastic Band Strap Black 2.73 Yards Great for waistbands, sleeves, legbands and more.  <div class=""review-text""><p>Good  quality! Would purchase again</p></div> If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Thermoweb-Heat-n-Bond-Ultra-Hold-Iron-On-Adhesive-17-X36/591543467,-1,-1,"Thermoweb Heat'n Bond Ultra Hold Iron-On Adhesive-17""X36"" <p>THERM O WEB-Heat 'n Bond Ultra Hold Iron-On Adhesive. This adhesive is a paper backed sheet of solid heat activated adhesive. It uses a low temperature and short pressing time so it allows for a wider range of materials that can be bonded. There is no steam or pressing cloth needed. Will not lift or pucker after washing. Its no-sew bond is three times stronger than any other traditional fusible web. This package contains one 36x17in adhesive. Made in USA. </p>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Scotch-Essentials-Wardrobe-Tape-Strips-White-36-Strips-Pack/48601307,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Hollywood-Fashion-Tape-Double-Stick-Strips-with-Take-Away-Tin-36-ea/46700008,4.4,70,"Hollywood Fashion Tape Double-Stick Strips with Take Away Tin 36 ea What it is: Secret No. 1: Â??The OriginalÂ?? Hollywood Fashion TapeÂ empowers you to wear any style of clothing easier and more confidently. What it does: The professional grade adhesive makes our tape the absolute best product availableÂ?? gentle on skin, hypoallergenic and leaves no residue on fabrics. ItÂ??s also more discreet and fabric-friendly than pesky safety pins. What else you need to know: Easy-to-use, clear double-stick apparel and body tape. Product Options Available are as follows: Option: 12 Strips - Hollywood Fashion SecretsTape Option: 36 Strips - Hollywood Fashion SecretsTape Option: 3 pk - Hollywood Fashion SecretsTapeDouble-stick fashion tape. Designed to hold your clothing in place. 36 pre-cut clear strips. Comes in a convenient tin case for easy travel. 3-inch disposable strips (3 x actual size). Hypo-allergenic, 3M adhesive. Hollywood Fashion Secrets Style 101 Works great on most garments but some it just isn't that sticky. Although I love the size of the tape, sometimes I fill like it needs to be different sizes. Make sure your skin is dry and clean and on the smoothest/flattest part of the material you're connecting to you. I bet this product is grate with some people but not with me. My boobs are too big and the tape just isn't strong enough. It was very easy to apply but it fell off pretty quickly. I would recommend for people with smaller boobs"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Wrights-7-8-Double-Fold-Light-Gray-Quilt-Binding-3-Yd/26470976,-1,-1,"Wrights 7/8"" Double Fold Light Gray Quilt Binding, 3 Yd. Wrights 7/8"" Double Fold Light Gray Quilt Binding, 3 Yd. This size of bias tape is most commonly used for binding quilts but is perfect for all sorts of binding needs for wearables to home decor, accessories to toys. This package contains 3yd/2.75m of 7/8in bias tape made of 55% polyester/45% cotton. Imported.Wrights 7/8"" Double Fold Light Gray Quilt Binding, 3 Yd."
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Unique-Bargains-Household-Rubber-Garment-Elastic-String-Band-Sewing-Tool-White-0-7cm-Width/144624338,3,26,"Unique Bargains Household Rubber Garment Elastic String Band Sewing Tool White 0.7cm Width <p><span>Description:</span></p> Great elastic for sewing purposes, Please, people who use it for masks - DO NOT LEAVE your feedback. This is not for masks! It is a good product for sewing  and I would not recommend to use is to put on your ears.  It is strong, not too wide , not too narrow, absolutely perfect. This is a total rip off, you can see what i ordered via product description vs what i actually received from my photo.... order was 1/10th of what shown and color was grey, not white as described... beware to others... best to stay away"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Necklace-Elastic-Cord-Work-Well-as-Face-Mask-Cord-Soft-Drape-High-Elastic-Cord-Skin-Hugging-Fiber-0-8mm-Diameter-65ft/724422397,-1,-1,
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Tailoring-Polyester-Sewing-Waistband-Handicraft-Elastic-Band-Rope-Black-6-Yards/430386047,4,4,"Tailoring Polyester Sewing Waistband Handicraft Elastic Band Rope Black 6 Yards Great for waistbands, sleeves, legbands and more.  If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact <div class=""QAItem-body""><span class=""QAItem-font""> by LD</span><span class=""QAItem-date"">July 31, 2020</span><div class=""m-margin-top""><button class=""button QAItem-answer-button margin-bottom button--small button--ghost"" data-automation-id=""button"" data-tl-id=""button"" tabindex=""-1"" type=""button""><span class=""button-wrapper"">Answer this question</span></button></div><div class=""hide-content-m""><hr class=""separator separator-normal""/></div><div class=""collapsable QAItem-answer-a-question"" style=""min-height:0px""><div class=""collapsable-content-container""><div class=""answer-question-separator hide-content-max-m""><hr class=""separator separator-normal""/></div><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;transition:0s;width:100000px;height:100000px""></div></div><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;transition:0s;width:200%;height:200%""></div></div></div></div></div></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Wrights-Polyester-Blue-Jewel-Blanket-Binding-4-75-Yd/24633930,5,1,"Wrights Polyester Blue Jewel Blanket Binding, 4.75 Yd. Wrights Polyester Blue Jewel Blanket Binding, 4.75 Yd. If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact <span class=""font-bold"">Warranty Information:</span>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Tailoring-Sewing-Waistbands-Braided-Elastic-Band-Rope-White-10-94-Yards/255375721,5,1,"Tailoring Sewing Waistbands Braided Elastic Band Rope White 10.94 Yards Great for waistbands, sleeves, legbands and more. "
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/David-Textiles-Heavenly-Plush-Precut-Fabric-Ladybug-1-5-Yds-X-60-Inches/267067306,5,1,"David Textiles Heavenly Plush Precut Fabric Ladybug 1.5 Yds X 60 Inches David Textiles Heavenly Plush Precuts are 1.5 yards long by 60"" wide; perfectly sized for cozy throws, craft projects and warmwear. Easy care wash and dry, 100% polyester plush is silky soft and warm.David Textiles Heavenly Plush Precut Fabric Ladybug 1.5 Yds X 60 Inches <div class=""review-text""><p>This item is SUPER soft and lightweight! Its a perfect size to use individually... even better if you sew a few together to make a large enough blanket to cover your bed!</p></div> If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Hollywood-Fashion-Secret-Breast-Lift-Tape-1-ea/48950442,4.1,8,"Hollywood Fashion Secret Breast Lift Tape 1 ea Go braless, backless, and strapless with the Hollywood Breast Lift Tape. Hollywood Secret No. 14, this tape will give you the appearance of wearing a bra without the unslightly straps. It lifts from above for a more natural look, so you can be comfortable and confident in your most flattering dress. Each package contains four single-use pairs which are applicable for sizes A to D cup. Each piece features two backing halves for easier application and has hypo-allergenic adhesive that wonât irritate your skin. Comes with four single-use pairs. Detailed instructions included.  I must admit with my size 42DD I didn't think it would ever be possible for me to wear a shirt without a bra, and I didnt think the tape was strong enough to hold my breast up but it worked perfectly fine and it made my breast look even better without a bra... I was very unhappy about this, it does no such thing for lifting, I wish I could get a refund"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Polyester-Springy-Stretchy-Knitting-Sewing-Elastic-Band-Strap-White-2-73-Yards/729339832,4.8,4,"Polyester Springy Stretchy Knitting Sewing Elastic Band Strap White 2.73 Yards Great for waistbands, sleeves, legbands and more.  <div class=""review-text""><p>Purchased by mistake but can still use.</p></div> <div class=""review-text""><p>Just what I needed. Was very satisfied</p></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Signworld-Heavy-Duty-Banner-Hem-Tape-Double-Sided/214132394,5,2,"Signworld Heavy Duty Banner Hem Tape - Double Sided If you would like to share feedback with us about pricing, delivery or other customer service issues, please contact <div class=""QAItem-body""><span class=""QAItem-font""> by Ryan</span><span class=""QAItem-date"">May 30, 2020</span><div class=""m-margin-top""><button class=""button QAItem-answer-button margin-bottom button--small button--ghost"" data-automation-id=""button"" data-tl-id=""button"" tabindex=""-1"" type=""button""><span class=""button-wrapper"">Answer this question</span></button></div><div class=""hide-content-m""><hr class=""separator separator-normal""/></div><div class=""collapsable QAItem-answer-a-question"" style=""min-height:0px""><div class=""collapsable-content-container""><div class=""answer-question-separator hide-content-max-m""><hr class=""separator separator-normal""/></div><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;transition:0s;width:100000px;height:100000px""></div></div><div style=""position:absolute;left:0;top:0;right:0;bottom:0;overflow:hidden;z-index:-1;visibility:hidden;pointer-events:none""><div style=""position:absolute;left:0;top:0;transition:0s;width:200%;height:200%""></div></div></div></div></div></div>"
https://www.walmart.com/cp/crafting/6172404?povid=6172404+%7C+2018-11-15+%7C+flyout,https://www.walmart.com/ip/Sew-Your-Own-Reusable-Face-Mask-Kit-Set-of-4-w-Assorted-Fabrics/362027969,4,269,"Sew-Your-Own Reusable Face Mask Kit, Set of 4 w/ Assorted Fabrics Sew your own DIY Face Mask Kit! COntains supplies to create four Face Masks, with a pocket to insert a filter. Kit includes: 8 pre-cut cotton fabrics in assorted colors and patterns, filter material, and elastic for 4 masks. Also includes pattern/instructions and YouTube tutorial link. This face mask kit comes with eight squares of 100% cotton fabric, filter material, elastic and instructions. You definitely need to use an iron to make creases to achieve professional results. The instructions are well written but I watched the YouTube tutorial before I made mine. The video is very helpful. For my first mask, I followed the instructions exactly as I watched in the video. I was very happy with the end result. Now, you'll notice that one of my masks looks a little different than the other three. That's because after successfully making the first one, I didn't think I needed to refer to the instructions again. That was a mistake. When I turned the 2nd mask right side out, I realized I had made an error but I had already stitched around the edges twice so I didn't want to take it all apart. I believe the wonky mask will still work as is. I referred back to the instructions after that...lol. The 3rd and 4th masks turned out perfect. I used 7 inches of elastic for my ear bands. I have a small face. I'm also planning to use filter squares inside the mask. It's nice to have the option of two different sides of color for each mask. My kit came with fabrics that had feminine patterns and colors for three masks and one set of squares was a more masculine navy blue and a blue/white pattern on the other side. I sent my brother a picture of the blue mask, and he liked it so I'll share that mask with him. This was an easy, fun project. I made this item today by watching the video on ""you tube"". I'm not a seamstress but I do know my way around a sewing machine and pattern. The video was very easy to follow but the masks are tedious to do, the material is very thin and the supposed ""filter"" is ridiculous. 
 Once made this item did not fit me. I have small ears and the elastic kept pulling my ears forward and rolling off. I had my daughter try it also and the same thing happened to her. She did say (before the elastic rolled off her ears) they were comfortable and is large enough to cover your nose and under your chin but that is where the ""good"" ends with this product. With the flimsy material they call a ""filter"" I see minimal protection from any germs or viruses. 
 Once the filter was in place I spread the mask out to use it, but when I tried to close or flatten the mask back up the filter did not flatten with it. It bunched up inside the mask so you had to go inside with your fingers (through the open hole) and straighten it out for it to lie flat. 
 I'm not saying this item would not work for another person with larger ears but if you have smaller ears I don't see it working very well and if you have to reach inside the mask to flatten the filter then it really isn't working for you is it? 
 I can not in good conscience recommend this item as a barrier to germs and viruses. I would suggest you look elsewhere."
